School Name,State Name [Public School] Latest available year,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Male Students [Public School] 2018-19,Female Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Black Students [Public School] 2018-19,White Students [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19,Latitude [Public School] 2018-19,Longitude [Public School] 2018-19,CSA ID [District] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19
CITRUS VALLEY HIGH,California,San Bernardino County,="06071",1075,1014,11,205,1123,141,504,8,97,2089,82.88,25.21,34.081567,-117.192281,348,2089,967,157,1124
CITY ARTS AND TECH HIGH,CALIFORNIA,San Francisco County,="06075",151,125,–,21,176,43,19,2,15,276,16.20,17.04,37.719558,-122.425241,488,276,175,34,209
CITY HEIGHTS PREPARATORY CHARTER,CALIFORNIA,San Diego County,="06073",67,52,–,25,42,42,8,–,2,119,7.00,17.00,32.746290,-117.084751,†,119,116,="0",116
CITY HONORS COLLEGE PREPARATORY ACADEMY,California,Los Angeles County,="06037",137,202,2,2,147,185,1,1,1,339,12.00,28.25,33.963868,-118.356259,348,339,238,13,251
CITY LANGUAGE IMMERSION CHARTER,CALIFORNIA,Los Angeles County,="06037",201,205,3,5,205,88,91,1,13,406,18.00,22.56,34.043990,-118.324951,348,406,168,26,194
CITY OF ANGELS,California,Los Angeles County,="06037",611,926,7,49,1081,172,217,10,1,1537,71.50,21.50,34.033940,-118.186165,348,1537,1061,66,1127
CITY TERRACE ELEMENTARY,California,Los Angeles County,="06037",233,227,–,65,370,4,20,–,1,460,21.00,21.90,34.057069,-118.171718,348,460,310,20,330
CIVICORPS CORPSMEMBER ACADEMY,CALIFORNIA,Alameda County,="06001",33,27,1,6,20,28,="0",3,2,60,2.80,21.43,37.799480,-122.285771,488,60,55,="0",55
CLAIREMONT HIGH,California,San Diego County,="06073",466,443,8,50,440,20,328,2,61,909,38.91,23.36,32.809381,-117.203671,†,909,417,75,492
CLAIRMONT ELEMENTARY,California,San Joaquin County,="06077",219,205,2,190,142,59,16,3,12,424,19.00,22.32,38.026566,-121.287458,488,424,346,25,371
CLARA BARTON ELEMENTARY,California,Riverside County,="06065",573,520,1,350,353,107,241,5,36,1093,38.00,28.76,33.951946,-117.587934,348,1093,271,51,322
CLARA J. KING ELEMENTARY,California,Orange County,="06059",277,292,1,191,220,16,95,6,40,569,23.00,24.74,33.835760,-118.045025,348,569,275,39,314
CLAREMONT HIGH,California,Los Angeles County,="06037",1190,1167,4,292,945,103,819,7,187,2357,94.77,24.87,34.112595,-117.721426,348,2357,645,103,748
CLAREMONT MIDDLE,California,Alameda County,="06001",277,208,–,29,97,136,167,3,53,485,27.10,17.90,37.845782,-122.250924,488,485,180,21,201
CLARENCE LOBO ELEMENTARY,California,Orange County,="06059",201,165,1,6,143,3,193,–,20,366,14.00,26.14,33.440532,-117.600846,348,366,124,21,145
CLARENCE RUTH ELEMENTARY,California,Santa Barbara County,="06083",299,247,1,11,472,8,38,–,16,546,23.17,23.56,34.645754,-120.476981,†,546,410,25,435
CLARENDON ALTERNATIVE ELEMENTARY,California,San Francisco County,="06075",306,249,4,128,80,27,189,1,126,555,20.50,27.07,37.753699,-122.456193,488,555,102,21,123
CLARK INTERMEDIATE,California,Fresno County,="06019",803,749,20,173,663,28,612,10,46,1552,64.59,24.03,36.823600,-119.697700,260,1552,626,156,782
CLARK MIDDLE,California,San Diego County,="06073",519,447,–,125,733,67,16,–,25,966,37.01,26.10,32.740635,-117.100015,†,966,819,104,923
CLARKSBURG MIDDLE,California,Yolo County,="06113",137,138,–,2,164,3,98,3,5,275,2.70,101.85,38.416947,-121.528160,472,275,129,18,147
CLARKSVILLE CHARTER,CALIFORNIA,El Dorado County,="06017",447,424,1,4,125,7,634,3,97,871,40.79,21.35,38.623180,-121.057821,472,871,244,49,293
CLASSICAL ACADEMY,CALIFORNIA,San Diego County,="06073",620,679,–,51,257,14,840,2,135,1299,44.22,29.38,33.084038,-117.055483,†,1299,205,37,242
CLASSICAL ACADEMY HIGH,CALIFORNIA,San Diego County,="06073",569,636,2,45,223,10,790,2,133,1205,49.54,24.32,33.124273,-117.080631,†,1205,126,13,139
CLASSICAL ACADEMY VISTA,CALIFORNIA,San Diego County,="06073",258,249,1,9,80,2,359,1,55,507,16.98,29.86,33.165958,-117.268989,†,507,70,3,73
CLAUDIA LANDEEN,California,San Joaquin County,="06077",317,283,1,71,285,123,75,12,33,600,27.67,21.68,37.981024,-121.344313,488,600,421,43,464
CLAY ELEMENTARY,California,San Diego County,="06073",162,139,2,29,118,78,38,2,34,301,12.00,25.08,32.763078,-117.058235,†,301,201,39,240
CLAY ELEMENTARY,California,Fresno County,="06019",132,116,–,10,69,1,142,–,26,248,9.00,27.56,36.554349,-119.504111,260,248,32,2,34
CLAYTON A. RECORD JR. ELEMENTARY,California,Riverside County,="06065",292,262,5,9,417,30,78,–,15,554,23.00,24.09,33.808552,-116.973806,348,554,403,71,474
CLAYTON VALLEY CHARTER HIGH,CALIFORNIA,Contra Costa County,="06013",1107,1089,7,301,488,86,1050,16,248,2196,79.60,27.59,37.950360,-121.969531,488,2196,376,74,450
CLEAR CREEK ELEMENTARY,California,Nevada County,="06057",90,67,2,1,19,–,128,–,7,157,7.50,20.93,39.142789,-121.144744,472,157,57,1,58
CLEAR LAKE HIGH,California,Lake County,="06033",203,182,25,11,118,7,203,1,20,385,21.78,17.68,39.061005,-122.918925,†,385,200,27,227
CLEAR PASSAGE EDUCATIONAL CENTER,CALIFORNIA,Los Angeles County,="06037",32,23,–,7,34,7,2,1,4,55,1.00,55.00,33.784540,-118.180981,348,55,47,3,50
CLEAR VIEW,California,San Diego County,="06073",266,236,1,49,314,17,88,3,30,502,23.00,21.83,32.645346,-117.045275,†,502,152,57,209
CLEARLAKE CREATIVITY,California,Lake County,="06033",17,7,1,="0",5,="0",13,="0",5,24,3.00,8.00,38.932556,-122.624721,†,24,19,2,21
CLEARWATER ELEMENTARY,CALIFORNIA,Riverside County,="06065",359,333,1,12,571,71,34,3,–,692,27.00,25.63,33.803153,-117.209559,348,692,520,59,579
CLEMENT MIDDLE,California,San Bernardino County,="06071",515,516,3,75,654,60,202,6,31,1031,44.20,23.33,34.074385,-117.177588,348,1031,685,69,754
CLEMENTE CHARTER,CALIFORNIA,Los Angeles County,="06037",152,112,="0",="0",251,8,5,="0",="0",264,10.00,26.40,33.989410,-118.191151,348,264,227,22,249
CLEMINSON ELEMENTARY,California,Los Angeles County,="06037",196,207,–,132,255,1,15,–,–,403,17.00,23.71,34.099208,-118.032842,348,403,275,43,318
CLEO GORDON ELEMENTARY,California,Solano County,="06095",296,311,2,44,374,93,43,7,44,607,23.00,26.39,38.266702,-122.024440,488,607,468,74,542
CLEVELAND ELEMENTARY,California,San Joaquin County,="06077",385,353,9,109,429,105,55,1,30,738,27.67,26.67,37.982333,-121.301605,488,738,611,27,638
CLEVELAND ELEMENTARY,California,Santa Barbara County,="06083",186,155,2,4,320,1,11,–,3,341,17.00,20.06,34.428653,-119.671793,†,341,271,6,277
CLEVELAND ELEMENTARY,California,San Francisco County,="06075",172,174,–,21,276,9,5,1,34,346,9.50,36.42,37.720519,-122.428827,488,346,247,22,269
CLEVELAND ELEMENTARY,California,Alameda County,="06001",205,199,–,145,44,67,85,1,62,404,17.90,22.57,37.803954,-122.243970,488,404,162,24,186
CLEVELAND ELEMENTARY,California,Los Angeles County,="06037",234,235,1,43,191,27,160,2,45,469,19.00,24.68,33.844591,-118.106530,348,469,128,18,146
CLEVELAND ELEMENTARY,California,Los Angeles County,="06037",41,56,–,1,71,23,2,–,–,97,4.00,24.25,34.170774,-118.161632,348,97,86,3,89
CLIFFORD D. MURRAY ELEMENTARY,California,Los Angeles County,="06037",213,220,–,7,424,1,1,–,–,433,17.00,25.47,34.111441,-117.902585,348,433,374,31,405
CLIFFORD ELEMENTARY,California,San Mateo County,="06081",294,260,–,19,240,4,253,6,32,554,25.17,22.01,37.482270,-122.263467,488,554,161,38,199
CLIFFORD STREET ELEMENTARY,California,Los Angeles County,="06037",79,63,–,12,108,5,17,–,–,142,7.00,20.29,34.089313,-118.258157,348,142,85,14,99
CLIFTON MIDDLE,California,Los Angeles County,="06037",371,340,–,31,443,39,174,–,24,711,27.20,26.14,34.150141,-117.998517,348,711,335,70,405
CLINTON ELEMENTARY,California,Orange County,="06059",324,281,–,68,515,1,10,3,8,605,22.00,27.50,33.764675,-117.912078,348,605,458,69,527
CLINTON WILLIAM JEFFERSON,California,Los Angeles County,="06037",447,447,2,1,821,43,11,3,13,894,33.00,27.09,33.895345,-118.183143,348,894,677,43,720
CLOUD PRESCHOOL,California,Los Angeles County,="06037",†,†,†,†,†,†,†,†,†,†,–,–,34.226804,-118.246091,348,†,†,†,†
CLOVER AVENUE ELEMENTARY,California,Los Angeles County,="06037",288,282,3,254,118,36,150,7,2,570,24.00,23.75,34.026977,-118.425220,348,570,135,15,150
CLOVER FLAT ELEMENTARY,California,San Diego County,="06073",79,68,15,2,53,1,55,–,21,147,7.00,21.00,32.667476,-116.295819,†,147,94,5,99
CLOVER VALLEY HIGH (CONTINUATION),CALIFORNIA,Lake County,="06033",12,5,2,="0",5,1,8,="0",1,17,="0.70",24.29,39.165220,-122.903081,†,17,14,1,15
CLOVERDALE ELEMENTARY,California,Riverside County,="06065",360,363,2,21,516,94,56,3,31,723,30.00,24.10,33.945972,-117.217083,348,723,535,72,607
CLOVERDALE HIGH,California,Sonoma County,="06097",194,183,6,3,223,1,135,1,8,377,21.80,17.29,38.810638,-123.022709,488,377,187,19,206
CLOVERLAND ELEMENTARY,California,Stanislaus County,="06099",265,240,6,1,224,1,254,–,19,505,21.00,24.05,37.771583,-120.838545,382,505,271,27,298
CLOVERLY ELEMENTARY,California,Los Angeles County,="06037",252,224,–,316,117,1,26,1,15,476,16.00,29.75,34.099395,-118.061797,348,476,160,42,202
CLOVIS COMMUNITY DAY ELEMENTARY,California,Fresno County,="06019",3,1,–,–,–,1,3,–,–,4,2.00,2.00,36.834230,-119.683751,260,4,‡,‡,‡
CLOVIS COMMUNITY DAY SECONDARY,California,Fresno County,="06019",36,7,1,2,24,5,11,–,–,43,8.32,5.17,36.834230,-119.683751,260,43,32,3,35
CLOVIS EAST HIGH,California,Fresno County,="06019",1319,1248,12,769,1056,59,633,3,35,2567,103.28,24.85,36.799464,-119.642442,260,2567,1052,283,1335
CLOVIS ELEMENTARY,California,Fresno County,="06019",360,336,7,52,326,4,287,–,20,696,25.60,27.19,36.817702,-119.673759,260,696,346,74,420
CLOVIS HIGH,California,Fresno County,="06019",1422,1426,32,310,1168,71,1193,9,65,2848,129.51,21.99,36.818150,-119.679399,260,2848,1114,276,1390
CLOVIS NORTH HIGH,California,Fresno County,="06019",1355,1194,12,499,661,76,1200,7,94,2549,103.65,24.59,36.890710,-119.733503,260,2549,460,136,596
CLOVIS ONLINE CHARTER,California,Fresno County,="06019",154,244,2,27,173,11,172,–,13,398,12.16,32.73,36.836880,-119.689346,260,398,141,12,153
CLOVIS WEST HIGH,California,Fresno County,="06019",1043,975,10,214,863,100,771,5,55,2018,91.20,22.13,36.860857,-119.763227,260,2018,637,176,813
CLYDE ARBUCKLE ELEMENTARY,California,Santa Clara County,="06085",119,104,1,34,184,2,1,1,–,223,11.00,20.27,37.344463,-121.839744,488,223,177,25,202
CLYDE L. FISCHER MIDDLE,California,Santa Clara County,="06085",153,136,–,27,236,16,2,8,–,289,15.80,18.29,37.336858,-121.829411,488,289,221,49,270
CLYDE W. NEEDHAM ELEMENTARY,California,San Joaquin County,="06077",197,151,–,28,288,4,15,–,13,348,17.00,20.47,38.128378,-121.276600,488,348,294,6,300
CNUSD HYBRID SCHOOL OF INNOVATION,CALIFORNIA,Riverside County,="06065",25,36,="0",10,23,3,24,="0",1,61,1.55,39.35,33.917289,-117.564442,348,61,14,3,17
COACHELLA VALLEY HIGH,California,Riverside County,="06065",1335,1324,6,8,2611,6,13,–,15,2659,107.83,24.66,33.643732,-116.199971,348,2659,2172,264,2436
COACHELLA VALLEY USD SPECIAL ED PREK,California,Riverside County,="06065",†,†,†,†,†,†,†,†,†,†,–,–,33.638121,-116.143393,348,†,†,†,†
COALINGA HIGH,California,Fresno County,="06019",579,596,7,23,971,13,141,–,20,1175,55.39,21.21,36.144302,-120.362707,260,1175,916,106,1022
COALINGA MIDDLE,California,Fresno County,="06019",358,307,3,13,539,11,90,–,9,665,27.00,24.63,36.150549,-120.360475,260,665,498,63,561
COARSEGOLD ELEMENTARY,California,Madera County,="06039",203,188,31,12,100,4,214,–,30,391,18.00,21.72,37.255275,-119.718658,260,391,256,29,285
COAST HIGH,California,Orange County,="06059",105,121,3,32,65,4,110,1,11,226,12.50,18.08,33.720733,-118.003925,348,226,56,4,60
COAST UNION HIGH,California,San Luis Obispo County,="06079",95,97,–,3,121,1,63,–,4,192,14.55,13.20,35.568512,-121.067299,†,192,97,22,119
COASTAL ACADEMY CHARTER,CALIFORNIA,San Diego County,="06073",716,802,1,35,311,30,901,1,239,1518,53.56,28.34,33.207330,-117.292821,†,1518,222,44,266
COASTAL BUTTES,California,Colusa County,="06011",4,1,="0",="0",4,="0",1,="0",="0",5,1.00,5.00,39.160373,-122.136783,†,5,‡,‡,‡
COASTAL GROVE CHARTER,CALIFORNIA,Humboldt County,="06023",107,127,1,1,15,1,188,1,27,234,14.97,15.63,40.877521,-124.099238,†,234,115,23,138
COASTLINE ROP,California,Orange County,="06059",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,33.671123,-117.900858,348,="0",–,–,–
COBALT INSTITUTE OF MATH AND SCIENCE ACADEMY,California,San Bernardino County,="06071",528,596,3,53,803,125,100,3,37,1124,32.97,34.09,34.502099,-117.380298,348,1124,712,227,939
COBB (WILLIAM L.) ELEMENTARY,California,San Francisco County,="06075",79,73,–,12,39,49,13,3,36,152,6.40,23.75,37.787737,-122.439620,488,152,101,13,114
COBB MOUNTAIN ELEMENTARY,California,Lake County,="06033",71,76,–,–,19,–,113,–,15,147,6.10,24.10,38.829843,-122.721483,†,147,66,11,77
COBBLESTONE ELEMENTARY,California,Placer County,="06061",221,192,–,28,74,3,269,1,38,413,18.00,22.94,38.802094,-121.264842,472,413,50,22,72
COBBLESTONE ELEMENTARY,California,Yuba County,="06115",197,212,2,30,119,5,208,–,45,409,18.00,22.72,39.002010,-121.549500,472,409,100,39,139
COEUR D'ALENE AVENUE ELEMENTARY,California,Los Angeles County,="06037",307,272,–,51,103,42,377,3,3,579,23.50,24.64,33.990133,-118.452817,348,579,83,5,88
COFFEE CREEK ELEMENTARY,California,Trinity County,="06105",4,5,="0",="0",="0",="0",8,="0",1,9,1.00,9.00,41.085679,-122.711860,†,9,5,="0",5
COGSWELL ELEMENTARY,California,Los Angeles County,="06037",253,235,–,16,470,–,1,–,1,488,20.00,24.40,34.053918,-118.033702,348,488,431,35,466
COHASSET STREET ELEMENTARY,California,Los Angeles County,="06037",288,250,–,21,469,13,34,–,1,538,25.00,21.52,34.207510,-118.477991,348,538,447,31,478
COL. J. K. TUFFREE MIDDLE,California,Orange County,="06059",368,316,2,88,307,9,261,2,15,684,27.01,25.32,33.900716,-117.864582,348,684,219,19,238
COLD SPRING ELEMENTARY,California,Santa Barbara County,="06083",78,91,–,4,16,–,132,–,17,169,12.30,13.74,34.441126,-119.660494,†,169,11,="0",11
COLD SPRINGS HIGH,California,Tuolumne County,="06109",2,="0",="0",="0",="0",="0",1,="0",1,2,2.00,1.00,38.091524,-120.137984,†,2,‡,‡,‡
COLD STREAM ALTERNATIVE,California,Nevada County,="06057",5,1,="0",="0",="0",="0",5,="0",1,6,3.17,1.89,39.323755,-120.212676,472,6,‡,‡,‡
COLDWATER CANYON ELEMENTARY,California,Los Angeles County,="06037",345,355,2,20,585,20,69,–,4,700,31.00,22.58,34.195018,-118.412982,348,700,592,28,620
COLE CANYON ELEMENTARY,California,Riverside County,="06065",555,532,4,58,309,20,606,5,85,1087,40.40,26.91,33.575139,-117.246813,348,1087,229,56,285
COLE ELEMENTARY,California,San Bernardino County,="06071",192,184,1,3,287,42,28,3,12,376,15.00,25.07,34.123941,-117.211534,348,376,330,20,350
COLE ELEMENTARY,California,Fresno County,="06019",382,352,9,72,345,15,264,1,28,734,27.50,26.69,36.825553,-119.723060,260,734,355,73,428
COLEMAN ELEMENTARY,California,Marin County,="06041",207,198,1,20,204,7,159,1,13,405,17.00,23.82,37.978103,-122.519595,488,405,179,36,215
COLEMAN F. BROWN ELEMENTARY,California,Stanislaus County,="06099",225,210,1,35,236,24,98,4,37,435,16.50,26.36,37.673624,-120.971892,382,435,295,19,314
COLEVILLE HIGH,California,Mono County,="06051",34,31,6,–,33,–,26,–,–,65,6.31,10.30,38.568305,-119.508986,†,65,20,9,29
COLFAX CHARTER ELEMENTARY,California,Los Angeles County,="06037",344,315,–,57,145,31,424,2,–,659,26.00,25.35,34.160779,-118.389054,348,659,146,17,163
COLFAX ELEMENTARY,California,Placer County,="06061",197,164,3,3,40,–,291,–,24,361,19.00,19.00,39.105294,-120.962695,472,361,163,20,183
COLFAX HIGH,California,Placer County,="06061",300,281,2,7,53,3,467,1,48,581,25.52,22.77,39.108325,-120.965471,472,581,130,21,151
COLINA MIDDLE,California,Ventura County,="06111",539,468,2,87,339,16,501,6,56,1007,42.20,23.86,34.181751,-118.851436,348,1007,288,45,333
COLISEUM COLLEGE PREP ACADEMY,California,Alameda County,="06001",232,254,–,12,404,56,7,1,6,486,32.50,14.95,37.761620,-122.193048,488,486,416,41,457
COLISEUM STREET ELEMENTARY,California,Los Angeles County,="06037",96,75,–,–,85,84,2,–,–,171,10.00,17.10,34.017972,-118.343843,348,171,151,4,155
COLLEGE AND CAREER ADVANTAGE,California,Orange County,="06059",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,33.479680,-117.669911,348,="0",–,–,–
COLLEGE AND CAREER PREPARATORY ACADEMY,CALIFORNIA,Orange County,="06059",121,120,2,3,189,5,35,–,7,241,7.00,34.43,33.732395,-117.844344,348,241,216,18,234
COLLEGE BRIDGE ACADEMY,CALIFORNIA,Los Angeles County,="06037",176,171,1,1,259,78,4,1,3,347,13.40,25.90,33.943484,-118.239873,348,347,309,20,329
COLLEGE CONNECTION ACADEMY,California,Santa Clara County,="06085",98,112,–,140,64,2,2,–,2,210,10.00,21.00,37.320398,-121.848558,488,210,59,="0",59
COLLEGE ELEMENTARY,California,Santa Barbara County,="06083",8,11,–,–,14,–,4,–,1,19,–,†,34.616508,-120.083228,†,19,8,2,10
COLLEGE HEIGHTS ELEMENTARY,California,Kern County,="06029",449,435,3,6,783,38,50,–,4,884,40.50,21.83,35.395017,-118.971405,†,884,843,25,868
COLLEGE PARK ELEMENTARY,California,Orange County,="06059",298,237,–,7,438,4,59,4,23,535,25.00,21.40,33.661133,-117.910906,348,535,360,36,396
COLLEGE PARK ELEMENTARY,California,Orange County,="06059",377,362,1,406,77,4,177,1,73,739,27.20,27.17,33.705911,-117.792668,348,739,103,19,122
COLLEGE PARK ELEMENTARY,California,San Mateo County,="06081",218,234,–,309,24,–,35,–,84,452,19.00,23.79,37.576145,-122.327447,488,452,25,4,29
COLLEGE PARK HIGH,California,Contra Costa County,="06013",1088,948,4,303,545,48,903,2,231,2036,87.00,23.40,37.964384,-122.071070,488,2036,438,82,520
COLLEGE PREPARATORY MIDDLE - EAST COUNTY,CALIFORNIA,San Diego County,="06073",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,32.772570,-117.011201,†,="0",–,–,–
COLLEGE PREPARATORY MIDDLE - LA MESA SPRING VALLEY,CALIFORNIA,San Diego County,="06073",129,109,–,16,51,7,142,1,21,238,12.46,19.10,32.772780,-117.011211,†,238,83,30,113
COLLEGE VIEW,California,Los Angeles County,="06037",74,33,="0",20,30,2,55,="0",="0",107,12.00,8.92,34.164116,-118.227573,348,107,44,5,49
COLLEGE VIEW ELEMENTARY,California,Orange County,="06059",181,210,–,34,187,8,129,3,30,391,16.19,24.15,33.726534,-118.013512,348,391,210,22,232
COLLEGEVILLE ELEMENTARY,California,San Joaquin County,="06077",69,66,–,7,94,1,31,–,2,135,7.11,18.99,37.906236,-121.147805,488,135,91,12,103
COLLEGEWOOD ELEMENTARY,California,Los Angeles County,="06037",315,263,–,329,169,8,36,3,33,578,21.70,26.64,34.049517,-117.853225,348,578,132,20,152
COLLEGIATE CHARTER HIGH OF LOS ANGELES,CALIFORNIA,Los Angeles County,="06037",101,65,–,–,162,3,1,–,–,166,10.85,15.30,34.039320,-118.181611,348,166,141,17,158
COLLETT ELEMENTARY,California,Riverside County,="06065",296,282,1,27,462,41,37,6,4,578,26.00,22.23,33.913221,-117.478756,348,578,426,67,493
COLLINS ELEMENTARY,California,Contra Costa County,="06013",160,145,–,77,106,59,43,–,20,305,14.00,21.79,38.001186,-122.288619,488,305,173,38,211
COLONEL HOWARD NICHOLS ELEMENTARY,California,Kern County,="06029",451,437,9,14,668,46,133,3,15,888,36.02,24.65,35.401963,-118.955007,†,888,660,81,741
COLONEL JOSEPH C. RODRIGUEZ PREP ACADEMY,California,San Bernardino County,="06071",394,411,2,39,629,72,44,6,13,805,32.01,25.15,34.132774,-117.238705,348,805,656,76,732
COLONEL MITCHELL PAIGE MIDDLE,California,Riverside County,="06065",341,316,1,8,478,11,139,–,20,657,26.04,25.23,33.733489,-116.300116,348,657,352,76,428
COLONIAL ACRES ELEMENTARY,California,Alameda County,="06001",274,290,1,37,434,37,21,16,18,564,25.00,22.56,37.683515,-122.117108,488,564,399,47,446
COLONIAL HEIGHTS,California,San Joaquin County,="06077",274,246,3,64,281,53,86,7,26,520,22.50,23.11,38.023431,-121.336062,488,520,354,48,402
COLONY BASIC SKILLS ALTERNATIVE HIGH,California,Merced County,="06047",1,1,="0",="0",1,="0",1,="0",="0",2,="0.16",12.50,37.397315,-120.857171,382,2,‡,‡,‡
COLONY HIGH,California,San Bernardino County,="06071",1108,1083,8,132,1564,237,186,12,52,2191,92.81,23.61,34.016617,-117.568308,348,2191,1253,350,1603
COLONY OAK ELEMENTARY,California,San Joaquin County,="06077",225,212,–,14,122,2,286,3,10,437,17.50,24.97,37.755738,-121.106646,488,437,108,21,129
COLTON HIGH,California,San Bernardino County,="06071",1007,933,6,8,1800,44,70,3,9,1940,95.51,20.31,34.070101,-117.334843,348,1940,1350,167,1517
COLTON MIDDLE,California,San Bernardino County,="06071",535,505,2,5,979,25,26,–,3,1040,47.84,21.74,34.080218,-117.332918,348,1040,875,7,882
COLTON-REDLANDS-YUCAIPA ROP,California,San Bernardino County,="06071",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,34.068303,-117.204977,348,="0",–,–,–
COLUMBIA ACADEMY,California,Tehama County,="06103",6,1,="0",="0",4,="0",3,="0",="0",7,2.00,3.50,39.891482,-122.174695,454,7,‡,‡,‡
COLUMBIA ELEMENTARY,California,Tuolumne County,="06109",260,227,12,12,74,6,356,2,25,487,24.00,20.29,38.031381,-120.407042,†,487,271,21,292
